"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL332577";"";"None";"360.34";"0";"4.03";"9b-3";"CCCCc1nc2[nH]ncc2c2nc(-c3ccc(C(F)(F)F)cc3)nn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL640304";"Binding affinity for human adenosine A2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL22113";"";"None";"450.48";"0";"3.65";"46";"COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1";"IC50";"'='";"17.5";"nM";"7.76";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL640303";"Antagonist activity as inhibition of cAMP generation after agonist-modulation of human Adenosine A2A receptor with 100 nM NECA";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136743";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"17.5"
"CHEMBL601081";"";"None";"665.84";"2";"4.70";"21";"CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn([C@@H]4C[C@H](NC(=O)C(C)(C)C)[C@@H](O)[C@H]4O)c3n2)c1";"IC50";"'='";"542.0";"nM";"6.27";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1071769";"Agonist activity at adenosine A2A receptor in human neutrophils assessed as inhibition of fMLP-induced reactive oxygen species release by chemiluminescence assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"542.0"
"CHEMBL601731";"";"None";"646.80";"2";"4.61";"28";"CCc1cnn([C@H]2C[C@@H](n3cnc4c(NCC(c5ccccc5)c5ccccc5)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1071769";"Agonist activity at adenosine A2A receptor in human neutrophils assessed as inhibition of fMLP-induced reactive oxygen species release by chemiluminescence assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";""
"CHEMBL125339";"";"None";"384.40";"0";"3.35";"1f";"O=C(O)CCc1nc2[nH]cnc2c2nc(-c3ccc(-c4ccccc4)cc3)nn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL875247";"Displacement of specific [3H]-CGS- 21680 binding at human adenosine A2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL1513";"IRBESARTAN";"4.0";"428.54";"0";"4.78";"IRBESARTAN";"CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL123669";"";"None";"366.85";"0";"4.95";"3n";"CCCCc1nc2cc(Cl)ccc2c2nc(-c3ccc(OC)cc3)nn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL875247";"Displacement of specific [3H]-CGS- 21680 binding at human adenosine A2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL46";"ONDANSETRON";"4.0";"293.37";"0";"3.13";"ONDANSETRON";"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL5182250";"";"None";"324.37";"0";"2.99";"1d";"Nc1nc(Nc2ccco2)nc2sc(Cc3cccnc3)nc12";"IC50";"'='";"0.036";"nM";"10.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5126836";"Inverse agonist activity at human A2A receptor assessed as inhibition of selective agonist-induced cAMP production";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126505";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INVERSE AGONIST";"";"36.0"
"CHEMBL339556";"";"None";"336.83";"0";"4.94";"3o";"CCCCc1nc2ccc(Cl)cc2c2nc(-c3ccccc3)nn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL875247";"Displacement of specific [3H]-CGS- 21680 binding at human adenosine A2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL1333512";"N,N'-DIPHENYL-P-PHENYLENEDIAMINE";"None";"260.34";"1";"5.17";"N,N'-DIPHENYL-P-PHENYLENEDIAMINE";"c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL406911";"";"None";"614.90";"1";"3.04";"6m";"O=C([C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCCCC1";"IC50";"'>='";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL931046";"Displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142335";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";"";"10.0"
"CHEMBL271685";"";"None";"483.38";"0";"2.17";"6b";"CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O";"IC50";"'>='";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL931046";"Displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142335";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";"";"10.0"
"CHEMBL1751";"DIGOXIN";"4.0";"780.95";"3";"2.22";"DIGOXIN";"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL1536";"ERGOCALCIFEROL";"4.0";"396.66";"1";"7.64";"ERGOCALCIFEROL";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL34431";"CILOSTAMIDE";"2.0";"342.44";"0";"3.48";"CILOSTAMIDE";"CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL1123";"DICYCLOMINE";"4.0";"309.49";"0";"4.40";"DICYCLOMINE";"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL817";"TOLAZAMIDE";"4.0";"311.41";"0";"1.77";"TOLAZAMIDE";"Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL1080421";"";"None";"395.51";"0";"4.42";"34";"CCNc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1";"IC50";"'='";"2485.0";"nM";"5.61";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1105840";"Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154258";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"2485.0"
"CHEMBL3394272";"";"None";"345.44";"0";"2.28";"38a";"CC(C)(C)OC(=O)N1CCN(CCc2cccc3c2CC(=O)N3)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";""
"CHEMBL3394259";"";"None";"992.16";"3";"7.15";"18c";"CCCN(CCCNC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F";"IC50";"'='";"1072.0";"nM";"5.97";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"1072.0"
"CHEMBL113142";"ZM-241385";"None";"337.34";"0";"1.72";"1, ZM 241385";"Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"33.0"
"CHEMBL3394276";"";"None";"445.49";"0";"1.22";"40a";"Nc1nc(N2CCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12";"IC50";"'='";"58.88";"nM";"7.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"7.23"
"CHEMBL3394260";"";"None";"634.78";"3";"5.37";"19";"COC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1";"IC50";"'='";"436.52";"nM";"6.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"6.36"
"CHEMBL3394257";"";"None";"765.92";"2";"4.03";"18a";"CCCN(CCCNC(=O)CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2";"IC50";"'='";"109.65";"nM";"6.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396203";"Inhibition of human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 30 mins by fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392981";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"6.96"
"CHEMBL3931329";"";"None";"353.41";"0";"3.55";"12";"COc1ccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1";"IC50";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3878910";"Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3877301";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";"";"";"";"123.0"
"CHEMBL964";"DISULFIRAM";"4.0";"296.55";"0";"3.62";"DISULFIRAM";"CCN(CC)C(=S)SSC(=S)N(CC)CC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL4864129";"";"None";"447.86";"0";"3.51";"1-18";"Nc1nc(-c2ccccc2)c(-c2ccc(=O)[nH]c2)c2nc(Cc3ncc(F)cc3Cl)nn12";"IC50";"'='";"0.29";"nM";"9.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4842298";"Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840384";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"0.29"
"CHEMBL4860395";"";"None";"294.75";"0";"3.79";"19";"Nc1nc(-c2ccc(Cl)cc2)cn2c1nc1ccccc12";"IC50";"'='";"35.4";"nM";"7.45";"";"";"UO_0000065";"25.28";"0.48";"3.66";"13.26";"0";"CHEMBL4814786";"Displacement of [3H]-ZM241385 from human recombinant A2A receptor expressed in human HEK293 cell membrane preincubated for 5 mins and measured after 1.5 hrs by radioligand competition binding assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813923";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.583 hr";"ANTAGONIST";"";"35.4"
"CHEMBL434639";"";"None";"320.37";"0";"4.43";"3d";"CCCCc1nc2ccccc2c2nc(-c3ccc(F)cc3)nn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL875247";"Displacement of specific [3H]-CGS- 21680 binding at human adenosine A2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL1258170";"";"None";"465.51";"1";"5.55";"15";"COc1ccc(Nc2c(-c3ccc4nccnc4c3)c(C)nn2-c2ccccc2C)c(C(=O)O)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259523";"Antagonist activity at adenosine A2A receptor by cAMP assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255521";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"50.0"
"CHEMBL1256017";"ARCAINE SULFATE";"None";"270.31";"1";"-1.27";"ARCAINE SULFATE";"N=C(N)NCCCCNC(=N)N.O=S(=O)(O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL4849986";"";"None";"274.33";"0";"3.44";"29";"Cc1c(-c2ccccc2)nc(N)c2nc3ccccc3n12";"IC50";"'='";"113.7";"nM";"6.94";"";"";"UO_0000065";"25.31";"0.45";"3.50";"12.35";"0";"CHEMBL4814786";"Displacement of [3H]-ZM241385 from human recombinant A2A receptor expressed in human HEK293 cell membrane preincubated for 5 mins and measured after 1.5 hrs by radioligand competition binding assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813923";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.583 hr";"ANTAGONIST";"";"113.7"
"CHEMBL1618305";"NALOXONAZINE";"None";"650.78";"1";"3.28";"NALOXONAZINE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL3183075";"NIZATIDINE";"4.0";"331.47";"0";"1.32";"NIZATIDINE";"CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909214";"DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL1079116";"";"None";"386.89";"0";"4.64";"20";"O=C(c1ccc(Cl)s1)c1nc(NCc2cccnc2)nc2ccsc12";"IC50";"'='";"1541.0";"nM";"5.81";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1105840";"Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154258";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"1541.0"
"CHEMBL1079232";"";"None";"376.44";"0";"3.94";"28";"COc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)cc1";"IC50";"'='";"637.0";"nM";"6.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1105840";"Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL251";"Adenosine A2a receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154258";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"637.0"
